# Customers
CustomerID,CustomerName,Country
268,77,27,3,56.67
269,150,37,6,98.97
270,47,23,1,29.41
271,67,44,9,76.49
272,69,15,3,84.96
273,454,40,2,54.72
274,386,43,3,92.83
275,318,49,3,12.93
276,163,34,3,70.38
277,410,31,7,56.63
278,198,44,5,63.96
279,360,14,5,69.45
280,407,21,2,58.59
281,131,50,2,56.38
282,99,48,9,55.09
283,160,39,2,48.34
284,136,1,3,28.87
285,39,30,3,52.68
286,307,1,3,85.16
287,314,24,9,24.44
288,470,47,2,99.4
289,118,46,3,28.31
290,195,18,6,57.76
291,35,6,2,62.16
292,395,40,6,61.15
293,55,31,8,29.07
294,451,5,4,32.17
295,324,21,4,78.4
296,56,15,9,99.79
297,220,17,8,41.66
298,53,46,3,33.54
299,483,7,3,58.68
300,288,21,2,28.59
301,383,6,1,59.29
302,95,39,3,76.6
303,349,8,3,95.9
304,361,38,6,67.42
305,280,45,1,72.5
306,365,48,4,94.61
307,429,21,8,41.74
308,110,43,7,21.53
309,470,33,8,17.94
310,60,33,5,61.13
311,489,20,9,67.69
312,446,28,1,84.04
313,481,36,6,92.88
314,420,38,2,33.21
315,337,42,5,33.34
316,208,28,7,94.67
317,410,26,8,15.3
318,194,11,3,70.07
319,234,46,4,33.15
320,455,12,1,37.22
321,265,30,4,13.06
322,258,25,4,81.6
323,207,41,7,30.09
324,149,32,1,89.72
325,277,31,5,29.33
326,264,42,1,61.46
327,455,28,6,66.72
328,223,19,7,66.26
329,374,38,2,26.25
330,254,27,9,33.41
331,459,39,5,26.23
332,363,3,6,81.96
333,186,29,9,45.54
334,42,29,9,20.9
335,266,28,7,55.27
336,93,27,6,61.33
337,358,20,1,82.75
338,201,38,1,96.05
339,377,47,9,81.65
340,220,29,2,63.61
341,258,26,1,40.27
342,386,18,5,12.02
343,289,9,7,33.71
344,258,33,1,52.71
345,46,33,3,62.6
346,414,9,2,59.27
347,357,42,7,37.7
348,58,10,4,83.61
349,276,6,3,33.35
350,115,43,8,12.75
351,188,39,6,82.36
352,493,17,9,33.87
353,464,26,8,71.38
354,192,40,4,16.69
355,25,31,3,65.53
356,278,21,8,15.13
357,457,40,8,76.3
358,353,26,9,44.35
359,204,32,3,96.89
360,136,16,3,64.09
361,69,16,1,53.76
362,322,50,9,46.47
363,409,39,1,30.35
364,128,36,7,49.9
365,295,24,3,66.57
366,476,21,6,79.07
367,244,23,3,51.1
368,280,15,4,73.36
369,45,23,2,82.55
370,420,24,6,51.38
371,456,11,9,84.43
372,186,1,8,46.44
373,459,9,6,88.86
374,154,34,6,83.63
375,248,42,8,46.8
376,213,6,2,98.6
377,500,35,7,95.1
378,163,44,7,20.47
379,499,16,6,75.38
380,402,12,8,66.79
381,175,35,7,20.5
382,1,33,8,48.52
383,403,5,4,93.04
384,356,27,6,72.68
385,332,18,5,48.04
386,131,1,5,70.76
387,329,19,8,49.08
388,200,23,2,52.65
389,389,39,6,23.59
390,414,50,7,76.71
391,199,5,1,56.54
392,213,8,1,45.31
393,345,2,8,42.87
394,78,32,8,48.8
395,35,6,4,39.79
396,180,13,1,22.46
397,356,18,8,89.15
398,28,19,9,71.45
399,45,10,4,35.27
400,352,27,5,26.64
401,419,29,6,35.33
402,231,38,8,74.12
403,460,23,4,35.64
404,410,39,5,19.47
405,107,37,3,27.09
406,358,19,6,81.06
407,183,23,1,57.95
408,395,50,3,73.89
409,254,10,1,73.32
410,115,14,6,96.61
411,463,30,7,39.66
412,337,3,3,33.19
413,311,41,7,28.19
414,80,19,4,24.15
415,311,10,7,26.01
416,19,22,4,50.42
417,49,25,3,78.67
418,411,14,6,14.36
419,225,3,7,56.49
420,102,25,4,44.12
421,192,10,2,83.98
422,216,6,3,27.26
423,328,28,1,76.93
424,382,18,5,62.34
425,119,47,9,32.92
426,25,14,7,38.92
427,97,28,3,79.24
428,149,1,5,26.95
429,298,30,3,25.18
430,251,47,8,98.56
431,261,43,9,60.51
432,437,48,5,22.77
433,24,14,6,37.63
434,28,18,3,78.33
435,442,41,2,57.08
436,110,1,1,35.95
437,434,16,5,67.51
438,449,28,7,47.15
439,27,11,9,91.31
440,314,13,1,45.51
441,125,47,3,77.56
442,191,12,1,84.42
443,80,42,1,56.63
444,119,2,8,47.5
445,448,1,5,62.68
446,218,24,6,58.81
447,397,20,9,71.96
448,86,16,8,90.24
449,45,5,5,57.37
450,150,18,3,76.94
451,386,24,3,75.62
452,30,33,3,33.85
453,282,10,2,76.53
454,461,38,4,37.32
455,348,18,6,12.41
456,401,23,4,54.97
457,419,46,3,11.77
458,496,17,7,16.64
459,2,1,8,57.28
460,152,47,1,52.64
461,13,32,1,63.86
462,347,9,4,32.59
463,21,13,5,27.79
464,201,42,1,42.24
465,480,16,9,83.14
466,171,11,8,64.64
467,368,3,3,44.95
468,415,26,3,43.29
469,101,22,1,97.82
470,372,10,6,39.46
471,475,33,5,65.48
472,289,43,5,85.83
473,227,44,5,84.46
474,132,50,5,15.65
475,396,22,3,57.94
476,266,27,8,17.81
477,193,39,1,56.31
478,347,22,3,89.21
479,239,27,5,44.21
480,85,26,1,70.96
481,345,33,9,86.25
482,187,35,7,41.89
483,131,13,6,74.24
484,166,48,8,22.08
485,471,40,4,12.69
486,484,44,3,87.55
487,161,5,4,93.93
488,40,44,6,92.69
489,7,42,3,77.19
490,375,36,8,43.65
491,117,49,1,81.73
492,204,31,4,38.76
493,19,26,5,95.08
494,13,29,3,41.51
495,431,15,1,88.36
496,200,30,9,34.38
497,444,9,6,66.83
498,340,28,6,44.62
499,349,45,2,86.47
500,203,43,6,67.31
501,98,50,2,17.09
502,439,38,4,12.53
503,454,18,8,23.24
504,308,35,3,70.67
505,261,25,5,18.15
506,343,30,6,80.84
507,271,43,8,53.02
508,7,9,3,14.46
509,124,32,8,99.0
510,413,3,4,84.85
511,16,13,3,90.09
512,76,47,2,19.06
513,337,50,3,21.07
514,418,26,5,43.7
515,455,5,6,63.92
516,128,15,6,13.04
517,429,39,1,86.88
518,206,39,6,10.18
519,194,10,3,66.39
520,176,32,6,79.31
521,104,24,3,36.98
522,293,37,7,50.27
523,260,3,7,11.45
524,461,21,1,86.39
525,208,35,4,52.6
526,2,33,2,27.19
527,422,14,5,16.86
528,351,39,4,98.68
529,389,9,9,33.37
530,220,8,1,50.89
531,327,9,3,88.04
532,490,7,9,58.32
533,234,15,1,61.57
534,75,10,4,90.99
535,381,8,2,57.61
536,347,18,8,67.73
537,78,47,4,21.93
538,212,29,2,85.38
539,274,38,3,30.26
540,239,26,3,99.83
541,253,30,5,50.39
542,99,18,5,22.9
543,336,37,6,47.7
544,461,14,6,84.9
545,477,9,9,36.07
546,29,26,4,15.11
547,17,35,3,27.42
548,230,6,7,63.81
549,444,41,6,78.48
550,253,20,9,23.3
551,319,50,9,46.84
552,441,40,1,49.02
553,47,10,4,39.51
554,10,14,6,42.76
555,124,29,2,94.02
556,59,45,1,75.45
557,371,38,8,91.8
558,23,44,1,94.92
559,234,1,8,74.95
560,221,29,1,78.16
561,297,33,5,14.33
562,164,44,2,89.29
563,256,12,1,61.53
564,461,16,1,53.06
565,103,23,9,28.66
566,346,10,6,44.34
567,292,36,3,34.48
568,298,45,9,66.31
569,62,25,4,61.14
570,121,16,4,23.96
571,125,12,6,92.57
572,222,32,3,11.65
573,470,7,7,43.9
574,322,4,8,42.38
575,157,7,4,93.19
576,31,48,1,49.5
577,289,37,5,82.66
578,145,47,1,74.12
579,14,28,1,31.46
580,301,43,4,32.11
581,371,28,2,90.34
582,453,3,8,29.19
583,403,34,3,55.11
584,160,47,8,80.38
585,373,42,9,37.86
586,424,19,2,63.7
587,374,46,1,80.77
588,248,47,9,17.53
589,291,36,1,13.38
590,140,31,8,77.0
591,176,27,1,59.65
592,192,24,3,30.73
593,458,25,2,92.27
594,253,3,9,29.83
595,274,14,4,82.49
596,338,23,2,89.27
597,292,48,4,57.52
598,194,8,4,67.64
599,368,31,1,12.58
600,287,12,5,10.46
601,286,28,7,41.26
602,90,33,1,92.23
603,33,43,7,35.84
604,96,27,9,11.38
605,373,26,9,14.27
606,218,35,8,55.68
